datetime,tempmax,tempmin,temp,humidity,windspeed,solarradiation,Evapoatranspiration,precip,precipprob,precipcover,soil_moisture
2015-01-01,25.036481279295668,18.92192505005566,22.134720154798526,72.92048667957874,2.922062751455835,185.44243170407384,7.208391182554005,0.0,11.2045482853094,0.0,60.0
2015-01-02,21.913756297997928,16.021069683834124,19.74525845564407,80.74449381262674,4.765104169280179,116.76426567149393,5.26677655680524,0.0,25.918893008228245,0.0,53.679868131833715
2015-01-03,23.837456546988687,18.094049901006372,21.37858139763523,65.4095186162297,8.487243401390723,167.3390996182328,7.378709794494469,0.0,10.06873798767271,0.0,45.75810475680306
2015-01-04,21.76017058856473,13.285367403123866,18.169912330062765,86.49171725584901,5.684240833305199,126.05317523837226,4.488122863281638,0.0,13.702890513269256,0.0,41.650744834014176
2015-01-05,24.57480042622421,18.378508773519247,20.722190843988198,67.4037835736682,2.637056360182352,166.72323318016063,6.7177723087225925,0.0,3.2462705178398226,0.0,36.05474042834196
2015-01-06,22.837010208585905,15.11667022555015,20.001024205318142,65.99132649607647,6.709180872020753,179.2806047090677,6.829108448015148,0.0,6.865807550152162,0.0,31.130305779338293
2015-01-07,22.74984704928358,16.15422603357012,19.58649397280877,69.20304589739575,5.339893459578128,193.2945086170472,6.5743850534031,0.0,14.013262032411923,0.0,27.037053438867297
2015-01-08,20.805948001493782,14.926480206398635,18.21717691590788,82.63103065843823,2.0,102.86003773702923,4.283919610811533,0.0,12.298619088708199,0.0,24.720562169960836
2015-01-09,22.93081452432331,16.1730737274337,20.4787746165275,66.8407142915954,2.978205626277452,176.5778182169458,6.764162595514559,0.0,7.6636221519947165,0.0,21.37628413055801
2015-01-10,19.505918178593106,12.117546761494381,16.242162841534466,96.11865107331793,5.561684904713308,56.947004394346266,2.5384868721270175,6.221611393007413,82.34458458270586,15.167895877879703,25.268304912158367
2015-01-11,18.316052558394748,13.051142170664429,16.302227208841142,96.22636315353527,8.343414970840364,62.11852959730997,2.747928770374811,0.0,75.72753742282066,0.0,23.879594871223905
2015-01-12,18.03957557329801,10.985363867286305,15.814576686072257,98.0,5.791772721658631,70.36020524451278,2.419021362956962,2.754679544715324,71.34234666603633,12.953192465748874,24.928033504351202
2015-01-13,18.829515171674284,11.349922368497216,15.106382053009403,98.0,5.954995885692453,59.27160456455834,2.0330186611339673,0.0,87.09328052777235,0.0,23.914450358356827
2015-01-14,20.260896594882727,11.70475074559165,15.582894201300695,98.0,6.4179917854351345,40.0,2.054057269792035,23.24601066342898,68.12509146715719,7.156428068788852,41.52882587686674
2015-01-15,20.191405374354844,11.471097766700119,15.581644576946571,98.0,3.3690295074969017,45.78159371408507,1.958925243294324,0.0,67.91093681518326,0.0,39.90178857017536
2015-01-16,20.441199152107743,13.265532589340463,16.74420924526907,85.50700198362813,5.2480899716413525,117.65436072333696,3.8612817047416597,0.0,16.85377212279995,0.0,36.8203476463256
2015-01-17,21.16834651269495,14.250571454534654,18.90481882458925,72.99683093043986,4.912179109739031,171.22058527779978,5.869900791578656,0.0,4.028206590040985,0.0,32.497711890418245
2015-01-18,19.883778050258382,11.294491731850162,15.833734047622356,86.89421085844683,3.729529520084519,98.13857801792047,3.156645332310031,4.2177728564713455,34.14776557749029,14.302403034561923,33.82025516460242
2015-01-19,18.599099629975935,13.516761175909053,15.82605344703507,85.04904618142452,4.935746531074473,106.7384630114527,3.3921410264110525,26.497725748303754,39.53815356512782,15.396714866537295,52.72397426189467
2015-01-20,17.42414978739376,12.017642623924411,14.733304985708806,95.34911481801208,3.2875435410188425,40.0,1.6902434304338607,0.0,86.58675672694628,0.0,50.94164723944404
2015-01-21,21.06377041956133,15.921886950831238,18.087851047717745,70.50549203584399,2.896953916782202,141.8099320256997,5.272812833391006,0.0,14.748946764012047,0.0,45.56953181307968
2015-01-22,20.757239899633355,13.881216273555726,18.31454051369548,67.28455621225403,5.955944013408796,154.77029170719618,5.807088512607892,0.0,14.823060325756867,0.0,40.27700571874658
2015-01-23,20.10830796225952,14.095915691309607,16.54363312024102,86.78191673439181,7.615658688835826,88.6029819794271,3.5451701656128796,0.0,24.407039587665384,0.0,37.42122893806019
2015-01-24,19.74118454652959,14.983657307717767,17.27210333411454,70.82257838894787,3.7372749820380067,156.24615364543334,5.117037699754658,0.0,3.1865186714136637,0.0,33.59151215311611
2015-01-25,22.934383216160043,14.783575335281107,18.277841634555752,66.05044113924357,5.277194547806513,155.012509542558,5.822599419676029,0.0,4.453992513748632,0.0,29.67971376974063
2015-01-26,22.30899462098779,14.008296311962727,18.71024113477721,72.56622777856509,5.609798291585792,146.83639277889742,5.604638907350893,0.0,0.9817328638661366,0.0,26.3528321986821
2015-01-27,21.74698442420001,13.057373999770324,17.18472492022605,66.64357735403222,4.787713292709808,158.22152496826612,5.3633120147069615,0.0,12.440674403325408,0.0,23.526062967627137
2015-01-28,21.18563553628402,14.7658171970204,17.362707849917765,71.14906901611513,5.898410016719261,154.7684011303907,5.2302342013012195,0.0,10.379307737203453,0.0,21.065126584522147
2015-01-29,21.851947314341118,15.67894967668574,18.028800488365498,71.21721428609233,4.80366298148755,134.15402614445384,5.2323828915604995,0.0,6.7420345104989705,0.0,18.86071042553395
2015-01-30,21.693625285269505,13.827797609123115,17.263298556148666,69.26262178269295,2.0,139.50789166725713,4.93726724999739,0.0,10.168628631183045,0.0,16.998303067620487
2015-01-31,23.071573745684788,15.991090230341861,18.293069075023915,65.89678073515529,5.360080268054922,163.41731066062007,5.924565713260749,0.0,12.023573530802611,0.0,15.0
2015-02-01,20.30136435036483,14.686225238839256,17.683974554690412,70.23946180447584,2.2688986856766418,166.48017581310944,5.3398634240673,0.0,13.715626743805537,0.0,15.0
2015-02-02,20.280857700285267,11.652870108544736,16.634368123110242,69.66315843459472,2.0,152.3445408867803,4.794034736382164,0.0,2.5741180134580137,0.0,15.0
2015-02-03,22.76218433802535,13.70892540783268,17.928762839692364,64.06861784444331,2.0,132.6129532182183,5.394203775836964,0.0,6.975181465791148,0.0,15.0
2015-02-04,22.1079359577028,13.298086315692194,17.506393697008576,73.39844784005372,6.924097501550213,152.54283869236494,5.2042683488019055,0.0,10.89166538380694,0.0,15.0
2015-02-05,20.798072757725823,13.245878902696969,17.787260117594,70.79289369091363,2.4578431642906295,135.0980968457091,5.04913248916354,0.0,10.735644529658238,0.0,15.0
2015-02-06,19.572596850694406,14.081210253136552,16.600582574717237,67.81781451145086,3.3124561344539414,140.39761378956743,4.818941248932722,0.0,7.834503662977187,0.0,15.0
2015-02-07,19.006629196297105,9.463743424639826,14.367242991036905,84.34605887813771,3.3299858334613166,100.87518730538889,2.7048454172348313,0.0,34.17719496496876,0.0,15.0
2015-02-08,18.666658703629206,10.670885623537215,14.536717064502072,84.1103091888636,7.434142193422322,102.87274792665502,3.0096059552953163,0.0,23.143038521448023,0.0,15.0
2015-02-09,17.848586932404167,10.852390342400692,14.920829665788355,85.0118653092932,2.0,104.15660195158841,2.859304620366566,0.0,12.147600106428147,0.0,15.0
2015-02-10,16.28515577324783,11.477163827232733,13.52957160305078,98.0,6.889230355021869,42.86045111013502,1.284894670072756,15.035185308525092,63.41776525452709,10.34833050147159,26.64267984579825
2015-02-11,21.808417442851596,14.286479339232095,17.225837344535687,68.06798985987794,3.836192880754653,148.9139752815275,5.167884841673386,19.43999120852229,14.227763746908353,12.412704474824553,39.44094678628293
2015-02-12,20.79528499224675,12.877655739500517,17.41121378535292,65.49126341215101,2.1123001640726127,125.78152684615006,5.053352620198749,0.0,14.212840462415674,0.0,35.454766550571286
2015-02-13,19.238083757852287,12.43596095006934,16.38768153291061,67.69655377308332,3.728543766409908,151.47626350831447,4.8714347479137174,0.0,12.672090713246591,0.0,32.00045491549885
2015-02-14,16.044376107176014,10.898839534635364,13.890979917338912,83.77414338519606,7.7459046542726915,94.52123276492773,2.7001923580386746,0.0,13.405260688584761,0.0,30.272307239167027
2015-02-15,19.85828722548946,11.695408511582842,14.984003776056888,85.6718402253706,8.171906757840507,85.48445547457155,2.9734493917919655,0.0,21.30225476960155,0.0,28.472043768198212
2015-02-16,20.186757125155747,13.14607834893214,16.193844097948297,66.59098555723813,5.369426368485415,159.74364715875703,5.013896151329254,0.0,11.36625396491542,0.0,25.616926354801272
2015-02-17,20.55401943133654,14.581347767858144,16.836525605923544,67.21661008791862,2.0,133.23239933356092,4.806103731309095,6.321677055769308,13.033219965415423,9.112751099155904,28.211915892647106
2015-02-18,19.075296810531988,11.816192897434881,16.48164938337618,62.04444880635239,2.0,145.532438332801,5.045761696360861,0.0,10.224264892395022,0.0,25.364903800805646
2015-02-19,19.68089681900714,13.419890096406125,16.116924731227115,64.49432387453264,7.163137813057194,128.38358825576614,4.864046471974735,0.0,2.0577835865176084,0.0,22.8973823839199
2015-02-20,19.28790243876398,12.06675997248415,15.825496045759312,68.61262752324836,2.0,157.2516830797925,4.572083872939231,0.0,3.156982338811532,0.0,20.80360732931904
2015-02-21,20.246494747120863,13.653701842061134,17.068981666381173,67.84798756230335,2.0,141.44103502387685,4.94960363867607,0.0,5.538998453222943,0.0,18.744215118623327
2015-02-22,19.547513095841865,11.82092111998065,15.395767202974794,66.749598858116,2.0,129.38807476692563,4.214707685953373,0.0,9.640202432150076,0.0,17.164187368070824
2015-02-23,18.03087050719245,13.11217204820983,15.370075715586,70.21853292671281,4.513542403698912,127.91909255365924,4.141971685620298,0.0,1.2796378403414717,0.0,15.742315806366205
2015-02-24,18.295398360902407,13.324030202030574,16.061325974219635,63.880362363945075,5.053622883824531,157.88524836788181,5.062045899360644,0.0,7.763547313616018,0.0,15.0
2015-02-25,18.794045027753825,11.373740474980421,14.957104876960406,76.88366480515703,2.0,82.7066304061245,3.065725014587556,19.98931720838319,34.29038485861567,7.08011408727093,30.07173626233029
2015-02-26,17.7867823620642,11.21138278724136,13.464640967386247,83.3556559999829,8.87538656951681,94.34851998350642,2.605328115266259,30.288801834707872,27.013324218200214,10.7893555549425,52.735842930914174
2015-02-27,16.74650591025889,11.86347640651135,14.160487465927588,77.55988622061201,5.838935934951644,78.00152337507927,2.8581627058388093,0.0,17.61899211088265,0.0,49.721290540391934
2015-02-28,18.986945590862828,11.756850954614794,14.255084547329254,74.61657127311662,5.553363576595453,98.03779095487472,3.229251343654391,0.0,12.096824239034428,0.0,46.51003965467611
2015-03-01,17.58917761385733,11.679017846711407,15.318930892666163,65.2513650084493,4.072968047018123,154.89395781685047,4.617592087163412,0.0,9.728266166086378,0.0,42.21475183301433
2015-03-02,20.49915315241546,14.225883300578525,16.85438260998653,58.387193457794616,2.7089567267686574,137.16476448077853,5.329488852251098,0.0,10.981030974550531,0.0,37.715090847122404
2015-03-03,20.85596209893491,12.11475026120436,16.249748802637132,59.31168655022677,9.160689512735292,147.8895723697084,5.471245392877364,0.0,7.041112597683571,0.0,33.58812050633701
2015-03-04,15.309076244698705,7.240566753214282,11.13091381437735,93.18514002776797,5.033840529933295,57.4371103514335,0.6191716543735408,8.695672549039024,75.26485828171516,12.786077701435627,40.1287223027441
2015-03-05,14.676101334251465,7.751109156117659,11.867117176358967,89.38831953245987,8.881004086287513,46.82897320100245,1.1897708302449939,18.875713473632413,62.333136198612074,16.47612172395587,54.2744134166339
2015-03-06,14.385634545801228,8.5158184797033,12.368565756592613,96.06310689791141,5.792344705527916,63.42286255754695,1.0681168185933396,12.899657591623193,76.6088306303527,7.380918073736577,63.43471121414055
2015-03-07,16.57702979939536,8.636081400479092,12.731421926596898,95.68470018915123,4.434434208442232,40.0,0.9300554716033105,31.47418108494339,78.16978768815508,15.85745653774945,87.43410007700952
